{level: 0,Min: 0,0,0,Max: 13,7,8,Count: 728}
{level: 2,Min: 0,1,6,Max: 3,3,8,Count: 12}
{level: 2,Min: 3,0,6,Max: 6,1,8,Count: 6}
{level: 2,Min: 3,1,6,Max: 6,3,8,Count: 12}
{level: 2,Min: 0,3,4,Max: 3,5,6,Count: 12}
{level: 2,Min: 0,5,4,Max: 3,7,6,Count: 12}
{level: 2,Min: 3,3,4,Max: 6,5,6,Count: 12}
{level: 2,Min: 3,5,4,Max: 6,7,6,Count: 12}
{level: 2,Min: 0,3,6,Max: 3,5,8,Count: 12}
{level: 2,Min: 0,5,6,Max: 3,7,8,Count: 12}
{level: 2,Min: 3,3,6,Max: 6,5,8,Count: 12}
{level: 2,Min: 3,5,6,Max: 6,7,8,Count: 12}
{level: 2,Min: 6,0,4,Max: 9,1,6,Count: 6}
{level: 2,Min: 6,1,4,Max: 9,3,6,Count: 12}
{level: 2,Min: 9,0,4,Max: 13,1,6,Count: 8}
{level: 2,Min: 9,1,4,Max: 13,3,6,Count: 16}
{level: 2,Min: 6,0,6,Max: 9,1,8,Count: 6}
{level: 2,Min: 6,1,6,Max: 9,3,8,Count: 12}
{level: 2,Min: 9,0,6,Max: 13,1,8,Count: 8}
{level: 2,Min: 9,1,6,Max: 13,3,8,Count: 16}
{level: 2,Min: 6,3,4,Max: 9,5,6,Count: 12}
{level: 2,Min: 6,5,4,Max: 9,7,6,Count: 12}
{level: 2,Min: 9,3,4,Max: 13,5,6,Count: 16}
{level: 2,Min: 9,5,4,Max: 13,7,6,Count: 16}
{level: 2,Min: 6,3,6,Max: 9,5,8,Count: 12}
{level: 2,Min: 6,5,6,Max: 9,7,8,Count: 12}
{level: 2,Min: 9,3,6,Max: 13,5,8,Count: 16}
{level: 2,Min: 9,5,6,Max: 13,7,8,Count: 16}
{level: 3,Min: 0,0,0,Max: 1,1,1,Count: 1}
{level: 3,Min: 1,0,0,Max: 3,1,1,Count: 2}
{level: 3,Min: 0,0,1,Max: 1,1,2,Count: 1}
{level: 3,Min: 1,0,1,Max: 3,1,2,Count: 2}
{level: 3,Min: 0,1,0,Max: 1,2,1,Count: 1}
{level: 3,Min: 0,2,0,Max: 1,3,1,Count: 1}
{level: 3,Min: 1,1,0,Max: 3,2,1,Count: 2}
{level: 3,Min: 1,2,0,Max: 3,3,1,Count: 2}
{level: 3,Min: 0,1,1,Max: 1,2,2,Count: 1}
{level: 3,Min: 0,2,1,Max: 1,3,2,Count: 1}
{level: 3,Min: 1,1,1,Max: 3,2,2,Count: 2}
{level: 3,Min: 1,2,1,Max: 3,3,2,Count: 2}
{level: 3,Min: 3,0,0,Max: 4,1,1,Count: 1}
{level: 3,Min: 4,0,0,Max: 6,1,1,Count: 2}
{level: 3,Min: 3,0,1,Max: 4,1,2,Count: 1}
{level: 3,Min: 4,0,1,Max: 6,1,2,Count: 2}
{level: 3,Min: 3,1,0,Max: 4,2,1,Count: 1}
{level: 3,Min: 3,2,0,Max: 4,3,1,Count: 1}
{level: 3,Min: 4,1,0,Max: 6,2,1,Count: 2}
{level: 3,Min: 4,2,0,Max: 6,3,1,Count: 2}
{level: 3,Min: 3,1,1,Max: 4,2,2,Count: 1}
{level: 3,Min: 3,2,1,Max: 4,3,2,Count: 1}
{level: 3,Min: 4,1,1,Max: 6,2,2,Count: 2}
{level: 3,Min: 4,2,1,Max: 6,3,2,Count: 2}
{level: 3,Min: 0,0,2,Max: 1,1,3,Count: 1}
{level: 3,Min: 1,0,2,Max: 3,1,3,Count: 2}
{level: 3,Min: 0,0,3,Max: 1,1,4,Count: 1}
{level: 3,Min: 1,0,3,Max: 3,1,4,Count: 2}
{level: 3,Min: 0,1,2,Max: 1,2,3,Count: 1}
{level: 3,Min: 0,2,2,Max: 1,3,3,Count: 1}
{level: 3,Min: 1,1,2,Max: 3,2,3,Count: 2}
{level: 3,Min: 1,2,2,Max: 3,3,3,Count: 2}
{level: 3,Min: 0,1,3,Max: 1,2,4,Count: 1}
{level: 3,Min: 0,2,3,Max: 1,3,4,Count: 1}
{level: 3,Min: 1,1,3,Max: 3,2,4,Count: 2}
{level: 3,Min: 1,2,3,Max: 3,3,4,Count: 2}
{level: 3,Min: 3,0,2,Max: 4,1,3,Count: 1}
{level: 3,Min: 4,0,2,Max: 6,1,3,Count: 2}
{level: 3,Min: 3,0,3,Max: 4,1,4,Count: 1}
{level: 3,Min: 4,0,3,Max: 6,1,4,Count: 2}
{level: 3,Min: 3,1,2,Max: 4,2,3,Count: 1}
{level: 3,Min: 3,2,2,Max: 4,3,3,Count: 1}
{level: 3,Min: 4,1,2,Max: 6,2,3,Count: 2}
{level: 3,Min: 4,2,2,Max: 6,3,3,Count: 2}
{level: 3,Min: 3,1,3,Max: 4,2,4,Count: 1}
{level: 3,Min: 3,2,3,Max: 4,3,4,Count: 1}
{level: 3,Min: 4,1,3,Max: 6,2,4,Count: 2}
{level: 3,Min: 4,2,3,Max: 6,3,4,Count: 2}
{level: 3,Min: 0,3,0,Max: 1,4,1,Count: 1}
{level: 3,Min: 0,4,0,Max: 1,5,1,Count: 1}
{level: 3,Min: 1,3,0,Max: 3,4,1,Count: 2}
{level: 3,Min: 1,4,0,Max: 3,5,1,Count: 2}
{level: 3,Min: 0,3,1,Max: 1,4,2,Count: 1}
{level: 3,Min: 0,4,1,Max: 1,5,2,Count: 1}
{level: 3,Min: 1,3,1,Max: 3,4,2,Count: 2}
{level: 3,Min: 1,4,1,Max: 3,5,2,Count: 2}
{level: 3,Min: 0,5,0,Max: 1,6,1,Count: 1}
{level: 3,Min: 0,6,0,Max: 1,7,1,Count: 1}
{level: 3,Min: 1,5,0,Max: 3,6,1,Count: 2}
{level: 3,Min: 1,6,0,Max: 3,7,1,Count: 2}
{level: 3,Min: 0,5,1,Max: 1,6,2,Count: 1}
{level: 3,Min: 0,6,1,Max: 1,7,2,Count: 1}
{level: 3,Min: 1,5,1,Max: 3,6,2,Count: 2}
{level: 3,Min: 1,6,1,Max: 3,7,2,Count: 2}
{level: 3,Min: 3,3,0,Max: 4,4,1,Count: 1}
{level: 3,Min: 3,4,0,Max: 4,5,1,Count: 1}
{level: 3,Min: 4,3,0,Max: 6,4,1,Count: 2}
{level: 3,Min: 4,4,0,Max: 6,5,1,Count: 2}
{level: 3,Min: 3,3,1,Max: 4,4,2,Count: 1}
{level: 3,Min: 3,4,1,Max: 4,5,2,Count: 1}
{level: 3,Min: 4,3,1,Max: 6,4,2,Count: 2}
{level: 3,Min: 4,4,1,Max: 6,5,2,Count: 2}
{level: 3,Min: 3,5,0,Max: 4,6,1,Count: 1}
{level: 3,Min: 3,6,0,Max: 4,7,1,Count: 1}
{level: 3,Min: 4,5,0,Max: 6,6,1,Count: 2}
{level: 3,Min: 4,6,0,Max: 6,7,1,Count: 2}
{level: 3,Min: 3,5,1,Max: 4,6,2,Count: 1}
{level: 3,Min: 3,6,1,Max: 4,7,2,Count: 1}
{level: 3,Min: 4,5,1,Max: 6,6,2,Count: 2}
{level: 3,Min: 4,6,1,Max: 6,7,2,Count: 2}
{level: 3,Min: 0,3,2,Max: 1,4,3,Count: 1}
{level: 3,Min: 0,4,2,Max: 1,5,3,Count: 1}
{level: 3,Min: 1,3,2,Max: 3,4,3,Count: 2}
{level: 3,Min: 1,4,2,Max: 3,5,3,Count: 2}
{level: 3,Min: 0,3,3,Max: 1,4,4,Count: 1}
{level: 3,Min: 0,4,3,Max: 1,5,4,Count: 1}
{level: 3,Min: 1,3,3,Max: 3,4,4,Count: 2}
{level: 3,Min: 1,4,3,Max: 3,5,4,Count: 2}
{level: 3,Min: 0,5,2,Max: 1,6,3,Count: 1}
{level: 3,Min: 0,6,2,Max: 1,7,3,Count: 1}
{level: 3,Min: 1,5,2,Max: 3,6,3,Count: 2}
{level: 3,Min: 1,6,2,Max: 3,7,3,Count: 2}
{level: 3,Min: 0,5,3,Max: 1,6,4,Count: 1}
{level: 3,Min: 0,6,3,Max: 1,7,4,Count: 1}
{level: 3,Min: 1,5,3,Max: 3,6,4,Count: 2}
{level: 3,Min: 1,6,3,Max: 3,7,4,Count: 2}
{level: 3,Min: 3,3,2,Max: 4,4,3,Count: 1}
{level: 3,Min: 3,4,2,Max: 4,5,3,Count: 1}
{level: 3,Min: 4,3,2,Max: 6,4,3,Count: 2}
{level: 3,Min: 4,4,2,Max: 6,5,3,Count: 2}
{level: 3,Min: 3,3,3,Max: 4,4,4,Count: 1}
{level: 3,Min: 3,4,3,Max: 4,5,4,Count: 1}
{level: 3,Min: 4,3,3,Max: 6,4,4,Count: 2}
{level: 3,Min: 4,4,3,Max: 6,5,4,Count: 2}
{level: 3,Min: 3,5,2,Max: 4,6,3,Count: 1}
{level: 3,Min: 3,6,2,Max: 4,7,3,Count: 1}
{level: 3,Min: 4,5,2,Max: 6,6,3,Count: 2}
{level: 3,Min: 4,6,2,Max: 6,7,3,Count: 2}
{level: 3,Min: 3,5,3,Max: 4,6,4,Count: 1}
{level: 3,Min: 3,6,3,Max: 4,7,4,Count: 1}
{level: 3,Min: 4,5,3,Max: 6,6,4,Count: 2}
{level: 3,Min: 4,6,3,Max: 6,7,4,Count: 2}
{level: 3,Min: 6,0,0,Max: 7,1,1,Count: 1}
{level: 3,Min: 7,0,0,Max: 9,1,1,Count: 2}
{level: 3,Min: 6,0,1,Max: 7,1,2,Count: 1}
{level: 3,Min: 7,0,1,Max: 9,1,2,Count: 2}
{level: 3,Min: 6,1,0,Max: 7,2,1,Count: 1}
{level: 3,Min: 6,2,0,Max: 7,3,1,Count: 1}
{level: 3,Min: 7,1,0,Max: 9,2,1,Count: 2}
{level: 3,Min: 7,2,0,Max: 9,3,1,Count: 2}
{level: 3,Min: 6,1,1,Max: 7,2,2,Count: 1}
{level: 3,Min: 6,2,1,Max: 7,3,2,Count: 1}
{level: 3,Min: 7,1,1,Max: 9,2,2,Count: 2}
{level: 3,Min: 7,2,1,Max: 9,3,2,Count: 2}
{level: 3,Min: 9,0,0,Max: 11,1,1,Count: 2}
{level: 3,Min: 11,0,0,Max: 13,1,1,Count: 2}
{level: 3,Min: 9,0,1,Max: 11,1,2,Count: 2}
{level: 3,Min: 11,0,1,Max: 13,1,2,Count: 2}
{level: 3,Min: 9,1,0,Max: 11,2,1,Count: 2}
{level: 3,Min: 9,2,0,Max: 11,3,1,Count: 2}
{level: 3,Min: 11,1,0,Max: 13,2,1,Count: 2}
{level: 3,Min: 11,2,0,Max: 13,3,1,Count: 2}
{level: 3,Min: 9,1,1,Max: 11,2,2,Count: 2}
{level: 3,Min: 9,2,1,Max: 11,3,2,Count: 2}
{level: 3,Min: 11,1,1,Max: 13,2,2,Count: 2}
{level: 3,Min: 11,2,1,Max: 13,3,2,Count: 2}
{level: 3,Min: 6,0,2,Max: 7,1,3,Count: 1}
{level: 3,Min: 7,0,2,Max: 9,1,3,Count: 2}
{level: 3,Min: 6,0,3,Max: 7,1,4,Count: 1}
{level: 3,Min: 7,0,3,Max: 9,1,4,Count: 2}
{level: 3,Min: 6,1,2,Max: 7,2,3,Count: 1}
{level: 3,Min: 6,2,2,Max: 7,3,3,Count: 1}
{level: 3,Min: 7,1,2,Max: 9,2,3,Count: 2}
{level: 3,Min: 7,2,2,Max: 9,3,3,Count: 2}
{level: 3,Min: 6,1,3,Max: 7,2,4,Count: 1}
{level: 3,Min: 6,2,3,Max: 7,3,4,Count: 1}
{level: 3,Min: 7,1,3,Max: 9,2,4,Count: 2}
{level: 3,Min: 7,2,3,Max: 9,3,4,Count: 2}
{level: 3,Min: 9,0,2,Max: 11,1,3,Count: 2}
{level: 3,Min: 11,0,2,Max: 13,1,3,Count: 2}
{level: 3,Min: 9,0,3,Max: 11,1,4,Count: 2}
{level: 3,Min: 11,0,3,Max: 13,1,4,Count: 2}
{level: 3,Min: 9,1,2,Max: 11,2,3,Count: 2}
{level: 3,Min: 9,2,2,Max: 11,3,3,Count: 2}
{level: 3,Min: 11,1,2,Max: 13,2,3,Count: 2}
{level: 3,Min: 11,2,2,Max: 13,3,3,Count: 2}
{level: 3,Min: 9,1,3,Max: 11,2,4,Count: 2}
{level: 3,Min: 9,2,3,Max: 11,3,4,Count: 2}
{level: 3,Min: 11,1,3,Max: 13,2,4,Count: 2}
{level: 3,Min: 11,2,3,Max: 13,3,4,Count: 2}
{level: 3,Min: 6,3,0,Max: 7,4,1,Count: 1}
{level: 3,Min: 6,4,0,Max: 7,5,1,Count: 1}
{level: 3,Min: 7,3,0,Max: 9,4,1,Count: 2}
{level: 3,Min: 7,4,0,Max: 9,5,1,Count: 2}
{level: 3,Min: 6,3,1,Max: 7,4,2,Count: 1}
{level: 3,Min: 6,4,1,Max: 7,5,2,Count: 1}
{level: 3,Min: 7,3,1,Max: 9,4,2,Count: 2}
{level: 3,Min: 7,4,1,Max: 9,5,2,Count: 2}
{level: 3,Min: 6,5,0,Max: 7,6,1,Count: 1}
{level: 3,Min: 6,6,0,Max: 7,7,1,Count: 1}
{level: 3,Min: 7,5,0,Max: 9,6,1,Count: 2}
{level: 3,Min: 7,6,0,Max: 9,7,1,Count: 2}
{level: 3,Min: 6,5,1,Max: 7,6,2,Count: 1}
{level: 3,Min: 6,6,1,Max: 7,7,2,Count: 1}
{level: 3,Min: 7,5,1,Max: 9,6,2,Count: 2}
{level: 3,Min: 7,6,1,Max: 9,7,2,Count: 2}
{level: 3,Min: 9,3,0,Max: 11,4,1,Count: 2}
{level: 3,Min: 9,4,0,Max: 11,5,1,Count: 2}
{level: 3,Min: 11,3,0,Max: 13,4,1,Count: 2}
{level: 3,Min: 11,4,0,Max: 13,5,1,Count: 2}
{level: 3,Min: 9,3,1,Max: 11,4,2,Count: 2}
{level: 3,Min: 9,4,1,Max: 11,5,2,Count: 2}
{level: 3,Min: 11,3,1,Max: 13,4,2,Count: 2}
{level: 3,Min: 11,4,1,Max: 13,5,2,Count: 2}
{level: 3,Min: 9,5,0,Max: 11,6,1,Count: 2}
{level: 3,Min: 9,6,0,Max: 11,7,1,Count: 2}
{level: 3,Min: 11,5,0,Max: 13,6,1,Count: 2}
{level: 3,Min: 11,6,0,Max: 13,7,1,Count: 2}
{level: 3,Min: 9,5,1,Max: 11,6,2,Count: 2}
{level: 3,Min: 9,6,1,Max: 11,7,2,Count: 2}
{level: 3,Min: 11,5,1,Max: 13,6,2,Count: 2}
{level: 3,Min: 11,6,1,Max: 13,7,2,Count: 2}
{level: 3,Min: 6,3,2,Max: 7,4,3,Count: 1}
{level: 3,Min: 6,4,2,Max: 7,5,3,Count: 1}
{level: 3,Min: 7,3,2,Max: 9,4,3,Count: 2}
{level: 3,Min: 7,4,2,Max: 9,5,3,Count: 2}
{level: 3,Min: 6,3,3,Max: 7,4,4,Count: 1}
{level: 3,Min: 6,4,3,Max: 7,5,4,Count: 1}
{level: 3,Min: 7,3,3,Max: 9,4,4,Count: 2}
{level: 3,Min: 7,4,3,Max: 9,5,4,Count: 2}
{level: 3,Min: 6,5,2,Max: 7,6,3,Count: 1}
{level: 3,Min: 6,6,2,Max: 7,7,3,Count: 1}
{level: 3,Min: 7,5,2,Max: 9,6,3,Count: 2}
{level: 3,Min: 7,6,2,Max: 9,7,3,Count: 2}
{level: 3,Min: 6,5,3,Max: 7,6,4,Count: 1}
{level: 3,Min: 6,6,3,Max: 7,7,4,Count: 1}
{level: 3,Min: 7,5,3,Max: 9,6,4,Count: 2}
{level: 3,Min: 7,6,3,Max: 9,7,4,Count: 2}
{level: 3,Min: 9,3,2,Max: 11,4,3,Count: 2}
{level: 3,Min: 9,4,2,Max: 11,5,3,Count: 2}
{level: 3,Min: 11,3,2,Max: 13,4,3,Count: 2}
{level: 3,Min: 11,4,2,Max: 13,5,3,Count: 2}
{level: 3,Min: 9,3,3,Max: 11,4,4,Count: 2}
{level: 3,Min: 9,4,3,Max: 11,5,4,Count: 2}
{level: 3,Min: 11,3,3,Max: 13,4,4,Count: 2}
{level: 3,Min: 11,4,3,Max: 13,5,4,Count: 2}
{level: 3,Min: 9,5,2,Max: 11,6,3,Count: 2}
{level: 3,Min: 9,6,2,Max: 11,7,3,Count: 2}
{level: 3,Min: 11,5,2,Max: 13,6,3,Count: 2}
{level: 3,Min: 11,6,2,Max: 13,7,3,Count: 2}
{level: 3,Min: 9,5,3,Max: 11,6,4,Count: 2}
{level: 3,Min: 9,6,3,Max: 11,7,4,Count: 2}
{level: 3,Min: 11,5,3,Max: 13,6,4,Count: 2}
{level: 3,Min: 11,6,3,Max: 13,7,4,Count: 2}
{level: 3,Min: 0,0,4,Max: 1,1,5,Count: 1}
{level: 3,Min: 1,0,4,Max: 3,1,5,Count: 2}
{level: 3,Min: 0,0,5,Max: 1,1,6,Count: 1}
{level: 3,Min: 1,0,5,Max: 3,1,6,Count: 2}
{level: 3,Min: 0,1,4,Max: 1,2,5,Count: 1}
{level: 3,Min: 0,2,4,Max: 1,3,5,Count: 1}
{level: 3,Min: 1,1,4,Max: 3,2,5,Count: 2}
{level: 3,Min: 1,2,4,Max: 3,3,5,Count: 2}
{level: 3,Min: 0,1,5,Max: 1,2,6,Count: 1}
{level: 3,Min: 0,2,5,Max: 1,3,6,Count: 1}
{level: 3,Min: 1,1,5,Max: 3,2,6,Count: 2}
{level: 3,Min: 1,2,5,Max: 3,3,6,Count: 2}
{level: 3,Min: 3,0,4,Max: 4,1,5,Count: 1}
{level: 3,Min: 4,0,4,Max: 6,1,5,Count: 2}
{level: 3,Min: 3,0,5,Max: 4,1,6,Count: 1}
{level: 3,Min: 4,0,5,Max: 6,1,6,Count: 2}
{level: 3,Min: 3,1,4,Max: 4,2,5,Count: 1}
{level: 3,Min: 3,2,4,Max: 4,3,5,Count: 1}
{level: 3,Min: 4,1,4,Max: 6,2,5,Count: 2}
{level: 3,Min: 4,2,4,Max: 6,3,5,Count: 2}
{level: 3,Min: 3,1,5,Max: 4,2,6,Count: 1}
{level: 3,Min: 3,2,5,Max: 4,3,6,Count: 1}
{level: 3,Min: 4,1,5,Max: 6,2,6,Count: 2}
{level: 3,Min: 4,2,5,Max: 6,3,6,Count: 2}
{level: 3,Min: 0,0,6,Max: 1,1,7,Count: 1}
{level: 3,Min: 1,0,6,Max: 3,1,7,Count: 2}
{level: 3,Min: 0,0,7,Max: 1,1,8,Count: 1}
{level: 3,Min: 1,0,7,Max: 3,1,8,Count: 2}
{level: 3,Min: 0,1,6,Max: 1,2,7,Count: 1}
{level: 3,Min: 0,2,6,Max: 1,3,7,Count: 1}
{level: 3,Min: 1,1,6,Max: 3,2,7,Count: 2}
{level: 3,Min: 1,2,6,Max: 3,3,7,Count: 2}
{level: 3,Min: 0,1,7,Max: 1,2,8,Count: 1}
{level: 3,Min: 0,2,7,Max: 1,3,8,Count: 1}
{level: 3,Min: 1,1,7,Max: 3,2,8,Count: 2}
{level: 3,Min: 1,2,7,Max: 3,3,8,Count: 2}
{level: 3,Min: 3,0,6,Max: 4,1,7,Count: 1}
{level: 3,Min: 4,0,6,Max: 6,1,7,Count: 2}
{level: 3,Min: 3,0,7,Max: 4,1,8,Count: 1}
{level: 3,Min: 4,0,7,Max: 6,1,8,Count: 2}
{level: 3,Min: 3,1,6,Max: 4,2,7,Count: 1}
{level: 3,Min: 3,2,6,Max: 4,3,7,Count: 1}
{level: 3,Min: 4,1,6,Max: 6,2,7,Count: 2}
{level: 3,Min: 4,2,6,Max: 6,3,7,Count: 2}
{level: 3,Min: 3,1,7,Max: 4,2,8,Count: 1}
{level: 3,Min: 3,2,7,Max: 4,3,8,Count: 1}
{level: 3,Min: 4,1,7,Max: 6,2,8,Count: 2}
{level: 3,Min: 4,2,7,Max: 6,3,8,Count: 2}
{level: 3,Min: 0,3,4,Max: 1,4,5,Count: 1}
{level: 3,Min: 0,4,4,Max: 1,5,5,Count: 1}
{level: 3,Min: 1,3,4,Max: 3,4,5,Count: 2}
{level: 3,Min: 1,4,4,Max: 3,5,5,Count: 2}
{level: 3,Min: 0,3,5,Max: 1,4,6,Count: 1}
{level: 3,Min: 0,4,5,Max: 1,5,6,Count: 1}
{level: 3,Min: 1,3,5,Max: 3,4,6,Count: 2}
{level: 3,Min: 1,4,5,Max: 3,5,6,Count: 2}
{level: 3,Min: 0,5,4,Max: 1,6,5,Count: 1}
{level: 3,Min: 0,6,4,Max: 1,7,5,Count: 1}
{level: 3,Min: 1,5,4,Max: 3,6,5,Count: 2}
{level: 3,Min: 1,6,4,Max: 3,7,5,Count: 2}
{level: 3,Min: 0,5,5,Max: 1,6,6,Count: 1}
{level: 3,Min: 0,6,5,Max: 1,7,6,Count: 1}
{level: 3,Min: 1,5,5,Max: 3,6,6,Count: 2}
{level: 3,Min: 1,6,5,Max: 3,7,6,Count: 2}
{level: 3,Min: 3,3,4,Max: 4,4,5,Count: 1}
{level: 3,Min: 3,4,4,Max: 4,5,5,Count: 1}
{level: 3,Min: 4,3,4,Max: 6,4,5,Count: 2}
{level: 3,Min: 4,4,4,Max: 6,5,5,Count: 2}
{level: 3,Min: 3,3,5,Max: 4,4,6,Count: 1}
{level: 3,Min: 3,4,5,Max: 4,5,6,Count: 1}
{level: 3,Min: 4,3,5,Max: 6,4,6,Count: 2}
{level: 3,Min: 4,4,5,Max: 6,5,6,Count: 2}
{level: 3,Min: 3,5,4,Max: 4,6,5,Count: 1}
{level: 3,Min: 3,6,4,Max: 4,7,5,Count: 1}
{level: 3,Min: 4,5,4,Max: 6,6,5,Count: 2}
{level: 3,Min: 4,6,4,Max: 6,7,5,Count: 2}
{level: 3,Min: 3,5,5,Max: 4,6,6,Count: 1}
{level: 3,Min: 3,6,5,Max: 4,7,6,Count: 1}
{level: 3,Min: 4,5,5,Max: 6,6,6,Count: 2}
{level: 3,Min: 4,6,5,Max: 6,7,6,Count: 2}
{level: 3,Min: 0,3,6,Max: 1,4,7,Count: 1}
{level: 3,Min: 0,4,6,Max: 1,5,7,Count: 1}
{level: 3,Min: 1,3,6,Max: 3,4,7,Count: 2}
{level: 3,Min: 1,4,6,Max: 3,5,7,Count: 2}
{level: 3,Min: 0,3,7,Max: 1,4,8,Count: 1}
{level: 3,Min: 0,4,7,Max: 1,5,8,Count: 1}
{level: 3,Min: 1,3,7,Max: 3,4,8,Count: 2}
{level: 3,Min: 1,4,7,Max: 3,5,8,Count: 2}
{level: 3,Min: 0,5,6,Max: 1,6,7,Count: 1}
{level: 3,Min: 0,6,6,Max: 1,7,7,Count: 1}
{level: 3,Min: 1,5,6,Max: 3,6,7,Count: 2}
{level: 3,Min: 1,6,6,Max: 3,7,7,Count: 2}
{level: 3,Min: 0,5,7,Max: 1,6,8,Count: 1}
{level: 3,Min: 0,6,7,Max: 1,7,8,Count: 1}
{level: 3,Min: 1,5,7,Max: 3,6,8,Count: 2}
{level: 3,Min: 1,6,7,Max: 3,7,8,Count: 2}
{level: 3,Min: 3,3,6,Max: 4,4,7,Count: 1}
{level: 3,Min: 3,4,6,Max: 4,5,7,Count: 1}
{level: 3,Min: 4,3,6,Max: 6,4,7,Count: 2}
{level: 3,Min: 4,4,6,Max: 6,5,7,Count: 2}
{level: 3,Min: 3,3,7,Max: 4,4,8,Count: 1}
{level: 3,Min: 3,4,7,Max: 4,5,8,Count: 1}
{level: 3,Min: 4,3,7,Max: 6,4,8,Count: 2}
{level: 3,Min: 4,4,7,Max: 6,5,8,Count: 2}
{level: 3,Min: 3,5,6,Max: 4,6,7,Count: 1}
{level: 3,Min: 3,6,6,Max: 4,7,7,Count: 1}
{level: 3,Min: 4,5,6,Max: 6,6,7,Count: 2}
{level: 3,Min: 4,6,6,Max: 6,7,7,Count: 2}
{level: 3,Min: 3,5,7,Max: 4,6,8,Count: 1}
{level: 3,Min: 3,6,7,Max: 4,7,8,Count: 1}
{level: 3,Min: 4,5,7,Max: 6,6,8,Count: 2}
{level: 3,Min: 4,6,7,Max: 6,7,8,Count: 2}
{level: 3,Min: 6,0,4,Max: 7,1,5,Count: 1}
{level: 3,Min: 7,0,4,Max: 9,1,5,Count: 2}
{level: 3,Min: 6,0,5,Max: 7,1,6,Count: 1}
{level: 3,Min: 7,0,5,Max: 9,1,6,Count: 2}
{level: 3,Min: 6,1,4,Max: 7,2,5,Count: 1}
{level: 3,Min: 6,2,4,Max: 7,3,5,Count: 1}
{level: 3,Min: 7,1,4,Max: 9,2,5,Count: 2}
{level: 3,Min: 7,2,4,Max: 9,3,5,Count: 2}
{level: 3,Min: 6,1,5,Max: 7,2,6,Count: 1}
{level: 3,Min: 6,2,5,Max: 7,3,6,Count: 1}
{level: 3,Min: 7,1,5,Max: 9,2,6,Count: 2}
{level: 3,Min: 7,2,5,Max: 9,3,6,Count: 2}
{level: 3,Min: 9,0,4,Max: 11,1,5,Count: 2}
{level: 3,Min: 11,0,4,Max: 13,1,5,Count: 2}
